"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN","2017","FN"
"2","2.a","2.a.1","C020a01","The agriculture orientation index for government expenditures","AG_PRD_ORTIND","SD","The agriculture orientation index for government expenditures","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08","C, 12, 66, 181","1.01","C, 13, 66, 181","1.20","C, 14, 66, 181","1.62","C, 15, 66, 181","1.68","C, 16, 66, 181","1.55","C, 17, 66, 181","1.34","C, 18, 66, 181","1.14","C, 19, 66, 181","1.38","C, 20, 66, 181","1.19","C, 21, 66, 181","1.18","C, 22, 66, 181","0.91","C, 23, 66, 181","0.92","C, 24, 66, 181","0.88","C, 25, 66, 181","","","","","",""
"2","2.a","2.a.2","C020a02","Total official flows (official development assistance plus other official flows) to the agriculture sector","DC_TOF_AGRL","SD","Total official flows disbursements for agriculture, by recipient","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","NA, 16, 182","0.38","NA, 17, 182","0.79","NA, 18, 182","1.78","NA, 19, 182","2.26","NA, 20, 182","0.66","NA, 21, 182","1.90","NA, 22, 182","0.77","NA, 23, 182","2.20","NA, 24, 182","1.41","NA, 25, 182","1.98","NA, 26, 182","","","",""
"3","3.1","3.1.1","C030101","Maternal mortality ratio","SH_STA_MORT","SD","Maternal mortality ratio","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 live births","Units","","","","","","","","","33.00","E, 1, 68, 183","32.00","E, 2, 68, 183","32.00","E, 3, 68, 183","33.00","E, 4, 68, 183","33.00","E, 5, 68, 183","33.00","E, 6, 68, 183","32.00","E, 7, 68, 183","31.00","E, 8, 68, 183","30.00","E, 9, 68, 183","30.00","E, 10, 68, 183","26.00","E, 11, 68, 183","23.00","E, 12, 68, 183","22.00","E, 13, 68, 183","19.00","E, 14, 68, 183","16.00","E, 15, 68, 183","13.00","E, 16, 68, 183","10.00","E, 17, 68, 183","8.00","E, 18, 68, 183","7.00","E, 19, 68, 183","6.00","E, 20, 68, 183","5.00","E, 21, 68, 183","5.00","E, 22, 68, 183","4.00","E, 23, 68, 183","4.00","E, 24, 68, 183","4.00","E, 25, 68, 183","4.00","E, 26, 68, 183","","","",""
"3","3.1","3.1.1","C030101","Maternal mortality ratio","SH_STA_MORT","SD","Maternal mortality ratio","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Per 100,000 live births","Units","","","","","","","","","28.00","E, 1, 67","28.00","E, 2, 67","28.00","E, 3, 67","28.00","E, 4, 67","28.00","E, 5, 67","28.00","E, 6, 67","28.00","E, 7, 67","27.00","E, 8, 67","26.00","E, 9, 67","25.00","E, 10, 67","22.00","E, 11, 67","20.00","E, 12, 67","18.00","E, 13, 67","15.00","E, 14, 67","13.00","E, 15, 67","10.00","E, 16, 67","8.00","E, 17, 67","6.00","E, 18, 67","5.00","E, 19, 67","5.00","E, 20, 67","4.00","E, 21, 67","4.00","E, 22, 67","3.00","E, 23, 67","3.00","E, 24, 67","3.00","E, 25, 67","3.00","E, 26, 67","","","",""
"3","3.1","3.1.1","C030101","Maternal mortality ratio","SH_STA_MORT","SD","Maternal mortality ratio","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Per 100,000 live births","Units","","","","","","","","","38.00","E, 1, 67","37.00","E, 2, 67","37.00","E, 3, 67","39.00","E, 4, 67","38.00","E, 5, 67","38.00","E, 6, 67","38.00","E, 7, 67","37.00","E, 8, 67","35.00","E, 9, 67","35.00","E, 10, 67","31.00","E, 11, 67","28.00","E, 12, 67","27.00","E, 13, 67","23.00","E, 14, 67","20.00","E, 15, 67","16.00","E, 16, 67","13.00","E, 17, 67","10.00","E, 18, 67","9.00","E, 19, 67","8.00","E, 20, 67","7.00","E, 21, 67","7.00","E, 22, 67","6.00","E, 23, 67","6.00","E, 24, 67","6.00","E, 25, 67","6.00","E, 26, 67","","","",""
"3","3.1","3.1.2","C030102","Proportion of births attended by skilled health personnel","SH_STA_BRTC","SD","Proportion of births attended by skilled health personnel","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","99.90","C, 1, 69","99.90","C, 2, 69","99.90","C, 3, 69","99.90","C, 4, 69","99.90","C, 5, 69","99.90","C, 6, 69","99.90","C, 7, 69","99.90","C, 8, 69","99.90","C, 9, 69","99.90","C, 10, 69","99.90","C, 11, 69","99.90","C, 12, 69","99.90","C, 13, 69","99.90","C, 14, 69","99.90","C, 15, 69","100.00","C, 16, 70, 184","99.90","C, 17, 69","99.90","C, 18, 69","99.90","C, 19, 69","99.90","C, 20, 69","99.90","C, 21, 69","99.80","C, 22, 71","100.00","C, 23, 72, 185","99.80","C, 24, 71","99.80","C, 25, 71","","","","","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_IMRT","+","Infant mortality rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","under 1 year old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.40","11, 73","10.30","12, 73","9.30","13, 73","8.60","14, 73","7.90","15, 73","7.40","16, 73","6.80","17, 73","6.20","18, 73","5.60","19, 73","5.10","20, 73","4.70","21, 73","4.30","22, 73","4.00","23, 73","3.80","24, 73","3.50","25, 73","3.40","26, 73","","","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_IMRTN","+","Number of infant deaths","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","under 1 year old","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,051.00","11, 73","961.00","12, 73","879.00","13, 73","824.00","14, 73","770.00","15, 73","735.00","16, 73","687.00","17, 73","637.00","18, 73","586.00","19, 73","546.00","20, 73","519.00","21, 73","492.00","22, 73","478.00","23, 73","471.00","24, 73","442.00","25, 73","428.00","26, 73","","","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_MORT","SD","Under-five mortality rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.30","11, 73","13.00","12, 73","11.90","13, 73","10.90","14, 73","10.20","15, 73","9.40","16, 73","8.70","17, 73","7.90","18, 73","7.20","19, 73","6.60","20, 73","6.10","21, 73","5.60","22, 73","5.30","23, 73","5.00","24, 73","4.70","25, 73","4.60","26, 73","","","",""
"3","3.2","3.2.1","C030201","Under-five mortality rate","SH_DYN_MORTN","+","Number of under-five deaths","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","under 5 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,322.00","11, 73","1,208.00","12, 73","1,113.00","13, 73","1,028.00","14, 73","972.00","15, 73","912.00","16, 73","860.00","17, 73","795.00","18, 73","738.00","19, 73","693.00","20, 73","659.00","21, 73","627.00","22, 73","617.00","23, 73","604.00","24, 73","579.00","25, 73","567.00","26, 73","","","",""
"3","3.2","3.2.2","C030202","Neonatal mortality rate","SH_DYN_NMRT","SD","Neonatal mortality rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","under 1 month old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 live births","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.40","11, 73","6.60","12, 73","5.90","13, 73","5.30","14, 73","4.70","15, 73","4.20","16, 73","3.70","17, 73","3.20","18, 73","2.80","19, 73","2.50","20, 73","2.30","21, 73","2.20","22, 73","2.10","23, 73","2.00","24, 73","1.90","25, 73","1.90","26, 73","","","",""
"3","3.2","3.2.2","C030202","Neonatal mortality rate","SH_DYN_NMRTN","+","Number of neonatal deaths","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","under 1 month old","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","681.00","11, 73","615.00","12, 73","557.00","13, 73","508.00","14, 73","457.00","15, 73","417.00","16, 73","373.00","17, 73","328.00","18, 73","293.00","19, 73","268.00","20, 73","254.00","21, 73","252.00","22, 73","251.00","23, 73","248.00","24, 73","240.00","25, 73","239.00","26, 73","","","",""
"3","3.3","3.3.1","C030301","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","SH_HIV_INCD","SD","Estimated HIV incidence rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","15 to 49 years old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 uninfected population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.30","E, 11, 74","0.34","E, 12, 74","0.38","E, 13, 74","0.41","E, 14, 74","0.43","E, 15, 74","0.42","E, 16, 74","0.42","E, 17, 74","0.40","E, 18, 74","0.39","E, 19, 74","0.44","E, 20, 74","0.47","E, 21, 74","0.54","E, 22, 74","0.63","E, 23, 74","0.75","E, 24, 74","0.90","E, 25, 74","1.05","E, 26, 74","","","",""
"3","3.3","3.3.1","C030301","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","SH_HIV_INCD","SD","Estimated HIV incidence rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","15 to 49 years old","Total (national level)","Female","","Per 1,000 uninfected population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23","E, 11, 74","0.26","E, 12, 74","0.30","E, 13, 74","0.33","E, 14, 74","0.35","E, 15, 74","0.35","E, 16, 74","0.36","E, 17, 74","0.35","E, 18, 74","0.35","E, 19, 74","0.39","E, 20, 74","0.42","E, 21, 74","0.50","E, 22, 74","0.59","E, 23, 74","0.71","E, 24, 74","0.85","E, 25, 74","0.99","E, 26, 74","","","",""
"3","3.3","3.3.1","C030301","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","SH_HIV_INCD","SD","Estimated HIV incidence rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","15 to 49 years old","Total (national level)","Male","","Per 1,000 uninfected population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37","E, 11, 74","0.41","E, 12, 74","0.45","E, 13, 74","0.48","E, 14, 74","0.50","E, 15, 74","0.48","E, 16, 74","0.48","E, 17, 74","0.45","E, 18, 74","0.44","E, 19, 74","0.48","E, 20, 74","0.51","E, 21, 74","0.58","E, 22, 74","0.67","E, 23, 74","0.79","E, 24, 74","0.94","E, 25, 74","1.10","E, 26, 74","","","",""
"3","3.3","3.3.1","C030301","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","SH_HIV_INCD","SD","Estimated HIV incidence rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","15 years old and over","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 uninfected population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.21","E, 11, 74","0.23","E, 12, 74","0.26","E, 13, 74","0.29","E, 14, 74","0.30","E, 15, 74","0.29","E, 16, 74","0.29","E, 17, 74","0.28","E, 18, 74","0.27","E, 19, 74","0.30","E, 20, 74","0.32","E, 21, 74","0.37","E, 22, 74","0.43","E, 23, 74","0.50","E, 24, 74","0.59","E, 25, 74","0.67","E, 26, 74","","","",""
"3","3.3","3.3.1","C030301","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","SH_HIV_INCD","SD","Estimated HIV incidence rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 uninfected population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.17","E, 11, 74","0.19","E, 12, 74","0.22","E, 13, 74","0.24","E, 14, 74","0.25","E, 15, 74","0.25","E, 16, 74","0.25","E, 17, 74","0.24","E, 18, 74","0.24","E, 19, 74","0.26","E, 20, 74","0.28","E, 21, 74","0.32","E, 22, 74","0.37","E, 23, 74","0.44","E, 24, 74","0.51","E, 25, 74","0.59","E, 26, 74","","","",""
"3","3.3","3.3.1","C030301","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","SH_HIV_INCD","SD","Estimated HIV incidence rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Per 1,000 uninfected population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12","E, 11, 74","0.14","E, 12, 74","0.16","E, 13, 74","0.17","E, 14, 74","0.19","E, 15, 74","0.19","E, 16, 74","0.20","E, 17, 74","0.19","E, 18, 74","0.19","E, 19, 74","0.22","E, 20, 74","0.23","E, 21, 74","0.27","E, 22, 74","0.32","E, 23, 74","0.37","E, 24, 74","0.44","E, 25, 74","0.50","E, 26, 74","","","",""
"3","3.3","3.3.1","C030301","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","SH_HIV_INCD","SD","Estimated HIV incidence rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Per 1,000 uninfected population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22","E, 11, 74","0.26","E, 12, 74","0.29","E, 13, 74","0.31","E, 14, 74","0.32","E, 15, 74","0.31","E, 16, 74","0.31","E, 17, 74","0.30","E, 18, 74","0.29","E, 19, 74","0.32","E, 20, 74","0.33","E, 21, 74","0.38","E, 22, 74","0.44","E, 23, 74","0.51","E, 24, 74","0.60","E, 25, 74","0.70","E, 26, 74","","","",""
"3","3.3","3.3.1","C030301","Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations","SH_HIV_INCD","SD","Estimated HIV incidence rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","under 15 years old","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 uninfected population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","E, 11, 74","0.01","E, 12, 74","0.00","E, 13, 74","0.01","E, 14, 74","0.01","E, 15, 74","0.01","E, 16, 74","0.01","E, 17, 74","0.01","E, 18, 74","0.00","E, 19, 74","0.00","E, 20, 74","0.01","E, 21, 74","0.02","E, 22, 74","0.02","E, 23, 74","0.02","E, 24, 74","0.04","E, 25, 74","0.08","E, 26, 74","","","",""
"3","3.3","3.3.2","C030302","Tuberculosis incidence per 100,000 population","SH_TBS_INCD","SD","Tuberculosis incidence per 100,000 population","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.00","E, 11, 75, 186","82.00","E, 12, 75, 186","79.00","E, 13, 75, 186","76.00","E, 14, 75, 186","73.00","E, 15, 75, 186","74.00","E, 16, 75, 186","73.00","E, 17, 75, 186","73.00","E, 18, 75, 186","72.00","E, 19, 75, 186","70.00","E, 20, 75, 186","69.00","E, 21, 75, 186","67.00","E, 22, 75, 186","64.00","E, 23, 75, 186","61.00","E, 24, 75, 186","58.00","E, 25, 75, 186","55.00","E, 26, 75, 186","","","",""
"3","3.3","3.3.2","C030302","Tuberculosis incidence per 100,000 population","SH_TBS_INCD","SD","Tuberculosis incidence per 100,000 population","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.00","E, 11, 75, 186","58.00","E, 12, 75, 186","51.00","E, 13, 75, 186","62.00","E, 14, 75, 186","57.00","E, 15, 75, 186","57.00","E, 16, 75, 186","55.00","E, 17, 75, 186","57.00","E, 18, 75, 186","55.00","E, 19, 75, 186","56.00","E, 20, 75, 186","55.00","E, 21, 75, 186","51.00","E, 22, 75, 186","51.00","E, 23, 75, 186","48.00","E, 24, 75, 186","42.00","E, 25, 75, 186","41.00","E, 26, 75, 186","","","",""
"3","3.3","3.3.2","C030302","Tuberculosis incidence per 100,000 population","SH_TBS_INCD","SD","Tuberculosis incidence per 100,000 population","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.00","E, 11, 75, 186","109.00","E, 12, 75, 186","113.00","E, 13, 75, 186","92.00","E, 14, 75, 186","91.00","E, 15, 75, 186","93.00","E, 16, 75, 186","93.00","E, 17, 75, 186","90.00","E, 18, 75, 186","91.00","E, 19, 75, 186","86.00","E, 20, 75, 186","84.00","E, 21, 75, 186","84.00","E, 22, 75, 186","78.00","E, 23, 75, 186","76.00","E, 24, 75, 186","77.00","E, 25, 75, 186","71.00","E, 26, 75, 186","","","",""
"3","3.3","3.3.5","C030305","Number of people requiring interventions against neglected tropical diseases","SH_TRP_INTVN","SD","Number of people requiring interventions against neglected tropical diseases","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","CA, 21, 76, 187","2.00","CA, 22, 76, 187","0.00","CA, 23, 76, 187","0.00","CA, 24, 76, 187","0.00","CA, 25, 76, 187","0.00","CA, 26, 76, 187","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CANCER","+","Number of deaths attributed to cancer","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.88","CA, 11, 77","","","","","","","","","12.27","CA, 16, 77","","","","","","","","","10.65","CA, 21, 77","","","","","","","","","11.89","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CANCER","+","Number of deaths attributed to cancer","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.91","CA, 11, 77","","","","","","","","","4.76","CA, 16, 77","","","","","","","","","4.05","CA, 21, 77","","","","","","","","","4.34","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CANCER","+","Number of deaths attributed to cancer","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.97","CA, 11, 77","","","","","","","","","7.51","CA, 16, 77","","","","","","","","","6.61","CA, 21, 77","","","","","","","","","7.55","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CARDIO","+","Number of deaths attributed to cardiovascular disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.42","CA, 11, 77","","","","","","","","","19.77","CA, 16, 77","","","","","","","","","17.82","CA, 21, 77","","","","","","","","","17.98","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CARDIO","+","Number of deaths attributed to cardiovascular disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.57","CA, 11, 77","","","","","","","","","10.07","CA, 16, 77","","","","","","","","","7.55","CA, 21, 77","","","","","","","","","6.95","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CARDIO","+","Number of deaths attributed to cardiovascular disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.99","CA, 11, 77","","","","","","","","","29.83","CA, 16, 77","","","","","","","","","25.37","CA, 21, 77","","","","","","","","","24.93","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CRESPD","+","Number of deaths attributed to chronic respiratory disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.30","CA, 11, 77","","","","","","","","","1.72","CA, 16, 77","","","","","","","","","1.07","CA, 21, 77","","","","","","","","","0.78","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CRESPD","+","Number of deaths attributed to chronic respiratory disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.48","CA, 11, 77","","","","","","","","","0.31","CA, 16, 77","","","","","","","","","0.17","CA, 21, 77","","","","","","","","","0.11","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_CRESPD","+","Number of deaths attributed to chronic respiratory disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83","CA, 11, 77","","","","","","","","","1.41","CA, 16, 77","","","","","","","","","0.90","CA, 21, 77","","","","","","","","","0.66","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_DIABTS","+","Number of deaths attributed to diabetes","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","CA, 11, 77","","","","","","","","","0.13","CA, 16, 77","","","","","","","","","0.09","CA, 21, 77","","","","","","","","","0.08","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_DIABTS","+","Number of deaths attributed to diabetes","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.25","CA, 11, 77","","","","","","","","","0.18","CA, 16, 77","","","","","","","","","0.09","CA, 21, 77","","","","","","","","","0.08","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_DIABTS","+","Number of deaths attributed to diabetes","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Number","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.45","CA, 11, 77","","","","","","","","","0.32","CA, 16, 77","","","","","","","","","0.19","CA, 21, 77","","","","","","","","","0.17","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_NCOM","SD","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Both sexes or no breakdown by sex","","Probability","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.77","CA, 11, 77","","","","","","","","","35.05","CA, 16, 77","","","","","","","","","31.35","CA, 21, 77","","","","","","","","","28.61","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_NCOM","SD","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Female","","Probability","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.75","CA, 11, 77","","","","","","","","","23.06","CA, 16, 77","","","","","","","","","19.31","CA, 21, 77","","","","","","","","","16.71","CA, 26, 77","","","",""
"3","3.4","3.4.1","C030401","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","SH_DTH_NCOM","SD","Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","30 to exact 70 years old","Total (national level)","Male","","Probability","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.25","CA, 11, 77","","","","","","","","","48.56","CA, 16, 77","","","","","","","","","45.04","CA, 21, 77","","","","","","","","","42.04","CA, 26, 77","","","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDE","SD","Suicide mortality rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.89","CA, 11, 79","","","","","","","","","36.06","CA, 16, 79","","","","","","","","","27.87","CA, 21, 79","","","","","","","","","22.77","CA, 26, 79","","","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDE","SD","Suicide mortality rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Male","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.81","CA, 11, 79","","","","","","","","","63.58","CA, 16, 79","","","","","","","","","49.87","CA, 21, 79","","","","","","","","","40.99","CA, 26, 79","","","",""
"3","3.4","3.4.2","C030402","Suicide mortality rate","SH_STA_SCIDE","SD","Suicide mortality rate","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Female","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.75","CA, 11, 79","","","","","","","","","11.95","CA, 16, 79","","","","","","","","","8.75","CA, 21, 79","","","","","","","","","6.95","CA, 26, 79","","","",""
